origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
468,57,0,0,0,0,0,0,4,5,9,2,2,3,5,4,1,2,2,4,4,5,2,0,2,1,468,56,0,0,0,0,0,1,1,4,5,7,3,3,4,6,1,3,2,2,5,5,3,1,0,0
469,284,0,0,0,0,0,4,1,14,10,17,17,16,19,13,29,17,33,26,23,13,18,8,6,0,469,277,0,0,0,0,0,2,7,16,26,22,21,21,16,16,24,20,19,12,22,11,10,8,4,0
470,79,0,0,0,0,0,0,2,2,6,2,6,5,8,3,5,6,6,8,5,6,5,3,1,0,470,70,0,0,0,0,0,0,7,6,6,3,3,6,5,1,4,2,4,6,7,5,3,1,1,0
471,84,0,0,0,0,0,0,2,5,6,4,4,4,5,8,9,9,7,7,3,4,5,2,0,0,471,92,0,0,0,0,0,0,0,3,9,6,5,6,5,5,2,4,6,9,17,8,3,2,1,1
472,220,0,0,0,0,2,3,7,8,11,11,12,11,19,18,35,13,26,11,12,13,4,4,0,0,472,198,0,0,0,0,0,2,10,26,32,12,8,14,13,7,10,11,5,8,13,12,6,5,3,1
473,54,0,0,0,0,0,2,2,3,2,5,2,2,2,1,2,1,4,7,3,6,3,4,2,1,473,61,0,0,0,0,0,1,1,1,6,2,3,0,2,2,3,3,6,6,6,7,2,3,4,2
474,148,0,0,0,0,3,0,3,10,16,6,12,10,16,11,10,5,4,10,9,6,10,5,1,1,474,141,0,0,0,0,0,1,0,2,5,9,14,7,14,15,8,8,8,9,11,7,8,8,5,2
475,42,0,0,0,0,0,0,1,0,4,2,3,4,4,0,1,3,6,3,3,1,7,0,0,0,475,40,0,0,0,0,0,0,0,0,4,8,6,3,2,0,2,1,2,3,5,1,2,0,0,1
476,152,0,0,0,0,1,1,4,5,6,3,5,8,11,7,9,12,21,21,8,8,14,6,2,0,476,171,0,0,0,0,0,1,3,2,11,15,12,11,18,12,8,14,13,9,8,8,9,9,6,2
477,217,0,0,0,0,1,8,6,19,11,7,17,10,10,24,10,12,20,16,16,10,10,6,4,0,477,219,0,0,0,0,0,1,4,7,17,12,14,13,12,14,16,7,11,25,15,15,11,7,9,8
478,17,0,0,0,0,0,1,0,1,1,2,1,1,1,0,3,1,0,2,0,1,2,0,0,0,478,14,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,1,1,0,2,2,1,0
479,73,0,0,0,0,0,0,3,7,3,7,8,3,5,6,4,4,4,5,5,2,5,1,1,0,479,66,0,0,0,0,0,0,1,2,1,2,2,3,4,5,6,7,4,5,10,4,6,3,1,0
480,54,0,0,0,0,0,2,1,1,4,0,1,2,3,7,2,4,7,8,4,3,3,1,1,0,480,62,0,0,0,0,0,0,1,4,8,5,2,2,4,4,2,4,3,4,6,6,2,1,2,2
481,153,0,0,0,0,0,1,2,6,5,4,12,8,12,7,11,13,14,19,10,7,9,10,2,1,481,138,0,0,0,0,0,1,2,2,13,15,14,14,13,12,5,8,5,5,6,8,5,6,4,0
482,416,0,0,0,0,0,5,18,14,15,15,25,20,29,20,37,24,41,42,31,31,22,15,11,1,482,441,0,0,0,0,0,1,12,12,23,28,25,25,30,27,29,31,33,26,32,35,34,17,14,7
483,134,0,0,0,0,0,2,3,7,8,6,4,11,13,8,12,10,15,12,7,4,6,3,3,0,483,126,0,0,0,0,0,0,4,5,7,13,8,12,12,7,6,6,8,8,6,3,6,2,10,2
484,57,0,0,0,0,0,1,1,1,4,3,2,1,2,4,5,7,6,1,2,6,4,5,2,0,484,62,0,0,0,0,0,0,0,5,1,3,2,2,1,4,5,5,2,11,3,3,4,4,4,3
485,148,0,0,0,0,4,3,6,12,11,8,9,6,11,6,13,7,16,10,10,4,5,3,4,0,485,127,0,0,0,0,0,2,3,5,7,6,7,7,10,10,9,11,7,11,6,9,10,5,1,1
486,169,0,0,0,0,0,2,8,11,15,11,9,8,14,12,14,11,8,9,10,9,7,7,4,0,486,210,0,0,0,0,0,1,2,5,7,5,9,9,13,10,18,18,15,19,18,18,14,17,9,1
487,143,0,0,0,0,1,4,10,11,11,13,11,13,10,10,8,8,6,11,4,7,0,3,2,0,487,124,0,0,0,0,0,0,1,5,5,5,8,5,7,11,5,9,9,11,8,6,11,5,4,7
488,47,0,0,0,0,0,0,2,5,1,4,4,2,2,5,2,4,2,1,4,2,3,3,1,0,488,42,0,0,0,0,0,0,0,2,3,0,1,1,1,2,0,4,4,4,3,3,5,5,2,2
489,175,0,0,0,0,0,4,11,17,9,12,10,12,9,10,13,13,14,13,7,9,7,3,2,0,489,181,0,0,0,0,0,1,1,5,6,7,6,16,13,13,13,12,15,19,18,12,6,8,7,2
490,133,0,0,0,0,1,5,4,13,15,12,14,6,8,9,3,10,7,3,6,7,3,7,0,0,490,123,0,0,0,0,0,0,1,2,6,3,4,9,6,12,3,7,6,13,15,11,12,8,4,1
491,94,0,0,0,0,0,0,2,4,6,7,3,8,9,7,7,4,6,9,8,4,6,3,1,0,491,107,0,0,0,0,0,0,1,2,5,8,11,5,9,10,5,10,7,6,6,6,5,4,4,2
492,257,0,0,0,0,2,3,16,22,23,14,26,11,19,12,12,18,15,15,13,11,9,6,8,2,492,251,0,0,0,0,0,1,2,10,8,7,8,10,9,18,16,19,18,28,23,14,17,15,15,12
493,205,0,0,0,0,0,1,8,14,22,13,13,18,15,10,13,11,16,19,9,12,1,5,4,1,493,223,0,0,0,0,0,0,1,9,10,9,14,8,13,19,14,14,19,14,21,17,11,15,9,6
494,183,0,0,0,0,1,3,7,11,15,22,13,14,12,13,8,10,12,9,11,10,6,3,3,0,494,184,0,0,0,0,0,1,3,3,8,9,7,8,14,15,7,9,16,19,14,7,11,14,13,5
495,254,0,0,0,0,1,2,9,12,14,21,14,14,24,17,9,15,17,14,16,16,16,7,13,3,495,245,0,0,0,0,0,0,5,4,8,8,15,20,12,22,13,12,14,18,26,23,13,10,13,7
496,569,0,0,0,0,2,7,9,20,24,18,19,38,38,37,32,36,62,64,55,30,31,20,20,7,496,574,0,0,0,0,0,1,5,23,49,46,36,38,29,31,30,34,32,53,43,36,23,33,23,7
497,32,0,0,0,0,0,1,2,0,1,2,1,4,0,2,4,2,5,3,2,1,1,1,0,0,497,34,0,0,0,0,0,0,0,1,0,4,4,3,4,1,1,2,4,3,2,1,0,3,0,1
498,102,0,0,0,0,0,1,3,6,5,3,5,5,6,9,13,9,12,9,5,3,5,2,1,0,498,92,0,0,0,0,0,0,6,18,10,6,2,1,5,4,7,1,5,5,2,3,4,5,5,3
499,1503,0,0,0,0,0,4,12,26,41,43,72,77,105,108,109,132,154,162,109,108,114,63,48,16,499,1441,0,0,0,0,0,5,33,55,105,133,122,108,102,111,96,76,83,92,77,58,59,53,43,24
500,876,0,0,0,0,1,8,16,30,49,44,48,77,48,54,52,80,86,99,59,34,36,34,19,2,500,844,0,0,0,0,0,1,20,38,66,64,44,66,51,45,49,53,39,63,63,51,30,40,32,26
501,370,0,0,0,0,3,15,18,29,31,33,25,25,18,18,15,27,28,17,19,14,15,8,10,2,501,377,0,0,0,0,0,3,8,7,19,12,14,17,26,18,24,25,39,26,32,28,25,23,12,16
502,81,0,0,0,0,2,1,6,10,7,5,2,3,3,3,5,4,4,2,1,5,4,5,8,1,502,84,0,0,0,0,0,0,1,0,4,5,4,4,3,2,4,5,4,9,8,5,7,8,5,6
503,100,0,0,0,0,1,4,8,6,9,9,6,2,5,7,1,13,8,7,5,5,2,1,1,0,503,116,0,0,0,0,0,0,4,6,8,8,7,7,6,6,4,9,6,14,10,6,5,2,4,4
504,32,0,0,0,0,0,2,3,1,2,2,2,5,1,1,1,4,4,1,1,0,1,1,0,0,504,36,0,0,0,0,0,1,1,1,1,1,2,7,3,0,2,3,3,5,2,1,0,1,2,0
505,23,0,0,0,0,0,0,0,2,3,5,0,1,0,0,1,2,4,3,2,0,0,0,0,0,505,24,0,0,0,0,0,0,1,2,2,2,1,0,0,0,2,5,2,1,1,3,1,0,1,0
506,229,0,0,0,0,1,8,13,12,7,14,10,10,18,10,12,18,19,26,14,9,9,8,8,3,506,236,0,0,0,0,0,1,8,7,17,10,12,10,14,13,9,19,17,26,23,12,10,7,9,7
507,160,0,0,0,0,4,4,12,13,16,14,9,6,6,10,8,8,7,15,11,7,2,3,2,3,507,172,0,0,0,0,0,1,4,6,5,6,9,9,4,11,8,13,17,15,19,15,5,8,13,3
508,53,0,0,0,0,1,1,3,4,0,4,2,1,4,2,4,3,3,5,8,1,2,4,1,0,508,51,0,0,0,0,0,0,2,2,2,4,4,0,1,3,2,5,4,2,4,5,5,4,1,1
509,61,0,0,0,0,0,2,5,3,9,5,3,1,2,4,0,4,4,6,2,0,5,3,2,1,509,61,0,0,0,0,0,1,0,4,2,5,2,3,7,2,5,3,4,4,5,4,0,5,2,2
510,140,0,0,0,0,0,0,6,4,7,6,4,7,3,9,13,13,16,15,9,8,11,6,3,0,510,151,0,0,0,0,0,2,0,4,8,8,6,13,12,8,12,16,8,16,13,14,4,5,1,1
511,46,0,0,0,0,1,2,1,8,2,5,4,1,2,1,3,3,4,3,0,4,1,0,1,0,511,45,0,0,0,0,0,1,2,2,2,2,5,1,0,2,5,4,2,7,4,1,4,1,0,0
512,201,0,0,0,0,0,2,11,10,10,13,10,12,17,25,10,13,17,17,11,12,3,5,3,0,512,202,0,0,0,0,0,1,4,10,18,13,16,16,12,16,11,14,11,16,14,9,6,6,6,1
513,95,0,0,0,0,0,1,3,5,7,6,4,4,6,10,7,11,4,7,7,5,3,2,3,0,513,100,0,0,0,0,0,0,2,6,5,13,6,3,6,12,6,2,8,4,9,6,4,3,1,4
514,382,0,0,0,0,2,4,10,21,13,10,19,36,36,35,62,25,27,24,18,21,9,7,3,0,514,352,0,0,0,0,0,3,25,46,37,23,21,26,20,11,18,23,18,22,17,16,7,9,5,5
515,11,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,3,0,0,1,0,0,1,0,515,9,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,0,0,2,0,0
516,101,0,0,0,0,1,2,5,5,12,2,4,4,6,7,4,7,10,9,7,7,2,7,0,0,516,100,0,0,0,0,0,0,2,7,6,6,0,10,8,5,8,7,5,9,13,5,1,4,1,3
517,52,0,0,0,0,1,2,2,1,6,1,2,4,2,2,3,6,5,7,2,2,3,1,0,0,517,45,0,0,0,0,0,0,3,4,2,5,3,3,3,6,4,2,3,2,2,0,0,1,2,0
518,94,0,0,0,0,0,0,1,2,3,7,10,15,18,7,6,7,7,6,1,2,0,1,1,0,518,83,0,0,0,0,0,1,2,7,25,14,6,2,1,2,6,5,0,2,2,1,0,0,2,3
519,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,519,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
520,14,0,0,0,0,0,0,1,0,0,2,1,1,2,0,0,0,3,2,1,0,0,1,0,0,520,11,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,4,2,0,0,0,0
521,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,521,9,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,2,0,1
522,15,0,0,0,0,0,0,0,1,0,0,2,0,1,1,2,1,5,0,1,1,0,0,0,0,522,12,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,3,1,0,1,0,0,0,0,0
523,10,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,2,0,0,0,1,0,0,523,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,1,0,0,0,1,0
524,15,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,2,1,2,0,0,1,0,1,1,524,24,0,0,0,0,0,0,1,0,1,1,3,0,3,0,0,2,2,3,4,0,0,0,1,2
525,11,0,0,0,0,0,0,0,1,1,2,0,2,0,1,0,2,1,0,0,0,0,1,0,0,525,12,0,0,0,0,0,0,0,0,0,2,1,0,2,1,2,1,0,1,0,0,0,1,1,0
526,38,0,0,0,0,0,2,1,5,2,4,3,1,5,2,1,1,2,2,2,1,2,1,1,0,526,45,0,0,0,0,0,0,1,0,2,2,5,4,3,2,2,1,0,5,6,5,1,4,0,2
527,9,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,2,0,1,0,0,1,0,527,9,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,2,0,1,0,0,0,1,0
528,30,0,0,0,0,0,0,0,3,2,1,4,3,1,4,3,0,2,3,1,0,3,0,0,0,528,30,0,0,0,0,0,0,0,3,3,5,4,4,4,2,1,0,1,0,1,2,0,0,0,0
529,8,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,529,9,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,1,1,1,0
530,17,0,0,0,0,0,1,1,0,1,1,1,0,1,1,2,1,2,2,1,0,0,2,0,0,530,19,0,0,0,0,0,0,1,0,0,1,1,0,1,1,3,2,2,1,4,0,1,1,0,0
531,25,0,0,0,0,0,0,3,3,1,1,1,2,3,1,3,2,1,2,0,1,0,0,1,0,531,24,0,0,0,0,0,0,0,1,2,2,1,0,1,2,1,4,2,2,3,0,2,0,0,1
532,39,0,0,0,0,0,0,3,1,3,3,2,1,0,6,5,4,3,2,4,1,0,1,0,0,532,43,0,0,0,0,0,0,0,0,1,2,3,2,3,6,2,3,2,7,2,2,0,4,3,1
533,19,0,0,0,0,0,0,0,0,1,1,3,1,2,2,0,1,4,1,0,0,2,1,0,0,533,17,0,0,0,0,0,0,0,2,1,3,1,1,1,1,1,1,0,0,0,2,2,0,1,0
534,45,0,0,0,0,0,1,3,2,3,5,2,4,1,1,6,5,4,2,0,2,1,3,0,0,534,44,0,0,0,0,0,0,0,4,5,7,3,1,3,1,4,3,1,2,3,3,3,0,1,0
535,37,0,0,0,0,0,1,2,1,1,1,2,1,2,0,3,5,1,7,2,1,2,5,0,0,535,33,0,0,0,0,0,0,2,3,1,2,1,2,1,3,2,5,2,3,2,2,1,1,0,0
536,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,536,8,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2,0,0,1,0,0
537,17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,3,2,1,2,2,0,0,0,537,17,0,0,0,0,0,1,1,1,0,2,1,1,0,0,1,0,2,2,3,0,1,0,1,0
538,17,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,5,2,0,2,0,1,1,0,0,538,13,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,2,1,1,1,0,0,1,0,0
539,24,0,0,0,0,0,0,0,2,0,1,0,1,2,2,4,3,1,1,2,4,0,0,1,0,539,24,0,0,0,0,0,0,0,2,0,2,2,1,1,2,4,2,0,1,0,2,3,2,0,0
540,48,0,0,0,0,0,0,3,4,2,5,1,2,3,4,3,3,3,2,3,3,2,2,3,0,540,42,0,0,0,0,0,0,0,2,4,2,4,1,1,3,0,4,5,6,3,0,3,4,0,0
541,36,0,0,0,0,0,3,4,2,3,2,2,1,2,3,1,4,3,1,1,3,0,1,0,0,541,33,0,0,0,0,0,0,1,1,5,3,2,0,3,1,2,2,2,1,4,2,0,0,3,1
542,11,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,0,2,0,0,1,0,0,0,0,542,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,3,1,1,1,0
543,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,543,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
544,70,0,0,0,0,0,1,3,4,3,1,1,4,4,1,6,6,9,10,8,1,5,1,1,1,544,89,0,0,0,0,0,0,1,7,3,4,3,6,6,8,4,5,14,10,5,6,2,1,3,0
545,41,0,0,0,0,0,1,5,2,3,1,1,3,4,3,3,2,2,3,4,1,2,1,0,0,545,41,0,0,0,0,0,0,1,2,5,3,0,0,3,2,1,2,6,6,6,1,3,0,0,0
546,42,0,0,0,0,0,0,0,1,1,2,2,2,4,4,1,4,6,4,2,2,4,2,0,1,546,43,0,0,0,0,0,0,1,1,1,2,6,3,5,2,4,6,2,2,6,0,2,0,0,0
547,29,0,0,0,0,0,0,0,2,1,1,1,2,3,1,3,3,3,2,3,1,1,0,2,0,547,32,0,0,0,0,0,0,0,1,5,2,2,1,4,4,1,2,3,1,4,0,0,0,0,1
548,20,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,1,3,2,1,1,1,2,1,0,548,19,0,0,0,0,0,0,1,0,1,1,0,0,2,1,2,2,2,3,2,0,2,0,0,0
549,48,0,0,0,0,0,5,5,3,8,2,2,4,3,1,0,2,3,3,4,1,1,0,1,0,549,51,0,0,0,0,0,0,0,4,3,2,2,2,5,2,3,5,2,5,4,3,4,3,2,0
550,58,0,0,0,0,1,1,5,6,5,4,2,3,2,3,3,4,5,2,3,2,3,3,0,1,550,61,0,0,0,0,0,0,1,0,3,1,2,3,1,6,4,5,11,7,3,3,3,2,2,1
551,18,0,0,0,0,0,2,0,1,1,0,0,0,0,3,1,2,2,1,2,2,0,1,0,0,551,21,0,0,0,0,0,0,1,0,0,2,2,0,0,2,3,1,4,1,2,1,0,1,1,0
552,45,0,0,0,0,0,1,0,2,2,2,2,5,1,5,7,0,6,2,4,1,1,2,1,1,552,48,0,0,0,0,0,0,2,1,4,3,4,5,2,5,2,8,2,0,3,1,2,2,2,0
553,18,0,0,0,0,0,0,0,1,0,0,2,2,1,1,2,4,1,0,2,1,1,0,0,0,553,18,0,0,0,0,0,0,0,1,1,0,1,2,2,3,2,1,0,0,2,2,0,1,0,0
554,46,0,0,0,0,0,2,5,8,5,1,0,5,2,1,3,1,2,2,3,2,2,2,0,0,554,44,0,0,0,0,0,0,2,1,1,2,1,1,5,2,4,5,3,5,7,3,1,0,0,1
555,54,0,0,0,0,0,2,6,4,1,3,5,4,3,6,3,3,4,2,1,3,1,1,2,0,555,56,0,0,0,0,0,0,2,0,2,2,2,0,4,4,5,2,8,3,5,4,2,4,4,3
556,69,0,0,0,0,1,3,6,6,5,8,3,3,1,3,2,3,6,3,5,5,4,0,2,0,556,60,0,0,0,0,0,0,0,5,1,3,5,1,4,2,2,8,4,5,4,4,2,6,4,0
557,44,0,0,0,0,0,0,3,4,1,3,3,2,1,2,4,2,3,2,6,1,3,2,2,0,557,49,0,0,0,0,0,0,0,3,0,3,1,2,3,4,3,6,2,4,3,7,2,0,2,3
558,39,0,0,0,0,1,2,1,2,3,1,3,3,3,1,5,2,2,4,2,1,1,2,0,0,558,41,0,0,0,0,0,0,3,3,2,1,1,1,2,3,3,4,1,3,6,2,3,1,1,1
559,55,0,0,0,0,0,1,4,3,3,1,6,5,1,1,6,5,6,5,4,0,1,1,2,0,559,54,0,0,0,0,0,1,1,2,3,3,0,2,4,1,7,5,3,5,2,2,7,3,2,0
560,80,0,0,0,0,1,5,3,7,6,6,5,4,2,8,2,8,8,5,2,0,3,2,2,1,560,81,0,0,0,0,0,0,2,6,7,3,2,5,2,4,4,5,5,6,8,7,5,5,5,0
561,82,0,0,0,0,3,2,6,9,3,6,4,5,5,3,4,5,6,5,4,7,2,3,0,0,561,80,0,0,0,0,0,1,0,2,7,1,1,3,4,10,4,4,9,13,5,5,4,3,3,1
562,18,0,0,0,0,1,0,0,2,2,1,0,1,1,1,2,2,3,2,0,0,0,0,0,0,562,19,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,3,3,2,1,1,2,0
563,34,0,0,0,0,1,0,2,2,3,1,1,4,2,0,3,2,2,3,3,2,1,1,1,0,563,40,0,0,0,0,0,1,1,2,5,2,0,3,3,1,3,3,1,3,3,2,0,3,2,2
564,28,0,0,0,0,0,1,2,1,2,1,1,0,0,2,3,2,2,3,3,2,0,0,3,0,564,35,0,0,0,0,0,0,0,2,4,1,2,1,1,4,5,3,4,1,0,5,0,2,0,0
565,10,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,1,1,1,0,1,0,0,0,0,565,15,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,2,0,2,1,1,2,1,0
566,17,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,3,3,2,1,2,0,0,0,566,16,0,0,0,0,0,0,0,1,2,2,1,0,2,0,1,2,1,1,1,1,0,1,0,0
567,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,1,1,567,8,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,1
568,104,0,0,0,0,0,1,6,5,9,4,4,8,8,6,9,9,11,4,7,1,9,0,2,1,568,105,0,0,0,0,0,0,5,6,7,3,8,7,5,6,8,7,6,8,4,7,6,6,4,2
569,14,0,0,0,0,0,0,0,1,1,1,2,1,1,2,0,0,1,2,2,0,0,0,0,0,569,18,0,0,0,0,0,0,0,0,2,3,3,0,2,1,2,1,0,1,2,1,0,0,0,0
570,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,570,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,2,0,0,0,0,0
571,22,0,0,0,0,2,1,1,4,1,0,2,1,0,3,0,0,1,2,0,1,0,2,1,0,571,20,0,0,0,0,0,1,0,0,2,1,0,3,0,2,2,1,1,0,1,1,3,1,1,0
572,30,0,0,0,0,1,1,0,0,4,1,2,4,3,0,3,4,1,3,0,1,1,0,0,1,572,27,0,0,0,0,0,0,0,2,3,3,3,1,2,2,1,1,3,2,0,0,1,0,0,2
573,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
574,100,0,0,0,0,2,3,2,8,4,4,5,6,7,5,8,12,10,9,2,2,3,4,4,0,574,99,0,0,0,0,0,0,2,10,10,9,6,6,6,5,8,9,4,5,5,4,3,4,2,1
575,44,0,0,0,0,1,0,0,1,2,5,1,6,4,2,4,4,2,8,1,0,1,1,1,0,575,45,0,0,0,0,0,1,0,1,6,5,4,2,4,3,2,4,3,4,2,1,1,1,1,0
576,37,0,0,0,0,0,1,4,2,3,1,3,3,3,2,0,2,2,5,5,1,0,0,0,0,576,32,0,0,0,0,0,1,0,1,2,3,1,1,1,1,2,2,4,4,3,3,1,1,1,0
577,12,0,0,0,0,0,0,0,1,3,1,0,0,1,0,1,0,2,2,1,0,0,0,0,0,577,11,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,2,1,0,0,0,1,0
578,135,0,0,0,0,1,1,5,7,2,7,5,13,7,12,8,19,17,15,7,1,3,2,2,1,578,119,0,0,0,0,0,2,4,15,13,4,10,6,5,13,14,8,8,6,1,2,1,3,1,3
579,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,579,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
580,17,0,0,0,0,0,0,1,3,1,0,1,0,1,1,0,2,3,1,1,0,1,0,1,0,580,13,0,0,0,0,0,0,0,1,3,0,2,1,0,1,1,0,2,1,1,0,0,0,0,0
581,17,0,0,0,0,1,1,0,1,3,0,0,0,1,3,0,1,3,1,2,0,0,0,0,0,581,15,0,0,0,0,0,1,1,1,0,0,0,1,3,1,1,0,0,2,2,1,0,0,1,0
582,13,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,3,2,0,1,0,0,0,0,0,582,13,0,0,0,0,0,0,3,1,2,2,0,0,0,1,0,1,1,0,2,0,0,0,0,0
583,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,583,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
584,49,0,0,0,0,0,1,2,2,2,0,4,5,4,4,3,4,3,5,5,2,3,0,0,0,584,49,0,0,0,0,0,0,3,5,3,4,2,4,3,2,3,4,2,3,3,5,1,1,1,0
585,198,0,0,0,0,1,2,4,10,8,15,12,13,16,7,15,17,18,20,8,12,12,5,3,0,585,196,0,0,0,0,0,1,3,14,12,13,24,10,11,10,11,11,11,11,17,15,8,6,5,2
586,75,0,0,0,0,1,0,1,4,6,3,4,7,2,4,9,3,10,4,6,3,4,2,2,0,586,73,0,0,0,0,0,1,1,5,4,11,2,4,5,3,9,4,3,3,10,4,1,1,1,0
587,69,0,0,0,0,0,3,4,7,1,5,6,9,4,2,7,4,1,8,2,3,2,1,0,0,587,61,0,0,0,0,0,0,0,3,2,4,10,8,5,3,4,2,3,6,3,5,3,0,0,0
588,23,0,0,0,0,0,0,3,1,1,1,1,1,1,1,3,3,2,0,1,2,1,1,0,0,588,32,0,0,0,0,0,0,0,4,1,3,4,2,0,5,1,1,2,5,0,2,0,2,0,0
589,351,0,0,0,0,4,11,17,26,21,10,12,22,21,25,20,26,30,18,29,15,17,20,7,0,589,333,0,0,0,0,0,6,21,24,32,24,19,18,22,16,12,16,15,15,23,22,14,17,10,7
590,80,0,0,0,0,0,1,2,6,9,7,4,4,7,6,6,4,4,4,3,6,2,4,1,0,590,84,0,0,0,0,0,0,1,5,8,4,3,1,7,6,4,3,6,8,8,5,3,4,4,4
591,56,0,0,0,0,1,0,2,3,2,7,5,4,3,4,3,1,6,5,4,1,4,0,0,1,591,59,0,0,0,0,0,0,2,3,6,3,7,3,4,0,4,4,2,4,5,5,1,3,1,2
592,28,0,0,0,0,0,0,1,2,0,1,5,1,1,0,4,2,3,0,5,1,2,0,0,0,592,26,0,0,0,0,0,0,1,3,1,1,1,3,3,1,0,4,1,1,1,2,1,2,0,0
593,261,0,0,0,0,1,6,5,12,9,8,14,15,15,17,23,33,25,26,18,17,9,6,2,0,593,244,0,0,0,0,0,0,11,18,37,22,15,20,18,16,15,13,6,11,14,10,6,4,3,5
594,107,0,0,0,0,0,1,2,5,4,10,11,6,4,4,8,6,8,9,6,11,6,3,3,0,594,106,0,0,0,0,0,1,2,8,6,4,8,5,9,1,7,7,6,11,4,13,5,4,3,1
595,40,0,0,0,0,0,0,2,3,4,2,1,2,0,2,2,6,4,4,4,0,1,2,1,0,595,42,0,0,0,0,0,0,1,1,3,5,1,4,2,2,2,1,3,2,4,5,3,2,1,0
596,110,0,0,0,0,1,2,5,4,8,5,7,9,7,6,11,5,13,10,6,3,2,5,0,1,596,108,0,0,0,0,0,1,3,7,5,8,5,9,8,9,5,5,5,7,9,6,3,4,8,1
597,97,0,0,0,0,0,4,2,4,2,5,6,7,8,4,9,6,11,12,9,4,1,3,0,0,597,80,0,0,0,0,0,0,6,6,10,10,8,7,4,3,3,4,2,5,1,3,4,0,2,1
598,135,0,0,0,0,0,0,2,7,5,5,3,11,6,14,8,12,14,14,11,6,7,6,4,0,598,118,0,0,0,0,0,0,4,12,12,10,13,10,13,6,6,3,6,10,4,3,4,1,0,1
599,144,0,0,0,0,1,1,1,5,8,7,7,8,11,8,9,12,20,20,9,2,6,7,2,0,599,152,0,0,0,0,0,2,6,13,18,8,15,10,11,8,9,8,10,4,11,4,4,7,2,1
